hour,traffic_volume,day_of_week,hour,day_of_year,is_weekend
3/27/2020 8:00,930,4,8,87,0
3/27/2020 9:00,511,4,9,87,0
3/27/2020 10:00,671,4,10,87,0
3/27/2020 11:00,434,4,11,87,0
3/27/2020 12:00,321,4,12,87,0
3/27/2020 13:00,136,4,13,87,0
3/27/2020 14:00,377,4,14,87,0
3/27/2020 15:00,295,4,15,87,0
3/27/2020 16:00,963,4,16,87,0
3/27/2020 17:00,583,4,17,87,0
3/27/2020 18:00,341,4,18,87,0
3/27/2020 19:00,423,4,19,87,0
3/27/2020 20:00,830,4,20,87,0
3/27/2020 21:00,291,4,21,87,0
3/27/2020 22:00,116,4,22,87,0
3/27/2020 23:00,623,4,23,87,0
3/28/2020 0:00,500,5,0,88,1
3/28/2020 1:00,985,5,1,88,1
3/28/2020 2:00,804,5,2,88,1
3/28/2020 3:00,121,5,3,88,1
3/28/2020 4:00,573,5,4,88,1
3/28/2020 5:00,219,5,5,88,1
3/28/2020 6:00,309,5,6,88,1
3/28/2020 7:00,405,5,7,88,1
3/28/2020 8:00,369,5,8,88,1
3/28/2020 9:00,803,5,9,88,1
3/28/2020 10:00,786,5,10,88,1
3/28/2020 11:00,384,5,11,88,1
3/28/2020 12:00,815,5,12,88,1
3/28/2020 13:00,775,5,13,88,1
3/28/2020 14:00,862,5,14,88,1
3/28/2020 15:00,326,5,15,88,1
3/28/2020 16:00,480,5,16,88,1
3/28/2020 17:00,559,5,17,88,1
3/28/2020 18:00,106,5,18,88,1
3/28/2020 19:00,128,5,19,88,1
3/28/2020 20:00,132,5,20,88,1
3/28/2020 21:00,745,5,21,88,1
3/28/2020 22:00,978,5,22,88,1
3/28/2020 23:00,178,5,23,88,1
3/29/2020 0:00,558,6,0,89,1
3/29/2020 1:00,669,6,1,89,1
3/29/2020 2:00,637,6,2,89,1
3/29/2020 3:00,581,6,3,89,1
3/29/2020 4:00,529,6,4,89,1
3/29/2020 5:00,837,6,5,89,1
3/29/2020 6:00,384,6,6,89,1
3/29/2020 7:00,615,6,7,89,1
3/29/2020 8:00,198,6,8,89,1
3/29/2020 9:00,496,6,9,89,1
3/29/2020 10:00,588,6,10,89,1
3/29/2020 11:00,138,6,11,89,1
3/29/2020 12:00,370,6,12,89,1
3/29/2020 13:00,986,6,13,89,1
3/29/2020 14:00,896,6,14,89,1
3/29/2020 15:00,256,6,15,89,1
3/29/2020 16:00,174,6,16,89,1
3/29/2020 17:00,983,6,17,89,1
3/29/2020 18:00,899,6,18,89,1
3/29/2020 19:00,229,6,19,89,1
3/29/2020 20:00,786,6,20,89,1
3/29/2020 21:00,183,6,21,89,1
3/29/2020 22:00,121,6,22,89,1
3/29/2020 23:00,558,6,23,89,1
3/30/2020 0:00,638,0,0,90,0
3/30/2020 1:00,806,0,1,90,0
3/30/2020 2:00,948,0,2,90,0
3/30/2020 3:00,481,0,3,90,0
3/30/2020 4:00,847,0,4,90,0
3/30/2020 5:00,539,0,5,90,0
3/30/2020 6:00,703,0,6,90,0
3/30/2020 7:00,120,0,7,90,0
3/30/2020 8:00,402,0,8,90,0
3/30/2020 9:00,968,0,9,90,0
3/30/2020 10:00,183,0,10,90,0
3/30/2020 11:00,873,0,11,90,0
3/30/2020 12:00,758,0,12,90,0
3/30/2020 13:00,552,0,13,90,0
3/30/2020 14:00,486,0,14,90,0
3/30/2020 15:00,606,0,15,90,0
3/30/2020 16:00,356,0,16,90,0
3/30/2020 17:00,669,0,17,90,0
3/30/2020 18:00,991,0,18,90,0
3/30/2020 19:00,626,0,19,90,0
3/30/2020 20:00,261,0,20,90,0
3/30/2020 21:00,262,0,21,90,0
3/30/2020 22:00,931,0,22,90,0
3/30/2020 23:00,892,0,23,90,0
3/31/2020 0:00,891,1,0,91,0
3/31/2020 1:00,623,1,1,91,0
3/31/2020 2:00,885,1,2,91,0
3/31/2020 3:00,370,1,3,91,0
3/31/2020 4:00,591,1,4,91,0
3/31/2020 5:00,307,1,5,91,0
3/31/2020 6:00,638,1,6,91,0
3/31/2020 7:00,683,1,7,91,0
3/31/2020 8:00,159,1,8,91,0
3/31/2020 9:00,529,1,9,91,0
3/31/2020 10:00,756,1,10,91,0
3/31/2020 11:00,704,1,11,91,0
3/31/2020 12:00,408,1,12,91,0
3/31/2020 13:00,619,1,13,91,0
3/31/2020 14:00,690,1,14,91,0
3/31/2020 15:00,126,1,15,91,0
3/31/2020 16:00,785,1,16,91,0
3/31/2020 17:00,661,1,17,91,0
3/31/2020 18:00,298,1,18,91,0
3/31/2020 19:00,486,1,19,91,0
3/31/2020 20:00,448,1,20,91,0
3/31/2020 21:00,792,1,21,91,0
3/31/2020 22:00,635,1,22,91,0
3/31/2020 23:00,927,1,23,91,0
4/1/2020 0:00,477,2,0,92,0
4/1/2020 1:00,998,2,1,92,0
4/1/2020 2:00,657,2,2,92,0
4/1/2020 3:00,626,2,3,92,0
4/1/2020 4:00,252,2,4,92,0
4/1/2020 5:00,833,2,5,92,0
4/1/2020 6:00,305,2,6,92,0
4/1/2020 7:00,554,2,7,92,0
4/1/2020 8:00,372,2,8,92,0
4/1/2020 9:00,993,2,9,92,0
4/1/2020 10:00,335,2,10,92,0
4/1/2020 11:00,951,2,11,92,0
4/1/2020 12:00,839,2,12,92,0
4/1/2020 13:00,620,2,13,92,0
4/1/2020 14:00,777,2,14,92,0
4/1/2020 15:00,930,2,15,92,0
4/1/2020 16:00,825,2,16,92,0
4/1/2020 17:00,600,2,17,92,0
4/1/2020 18:00,216,2,18,92,0
4/1/2020 19:00,485,2,19,92,0
4/1/2020 20:00,443,2,20,92,0
4/1/2020 21:00,683,2,21,92,0
4/1/2020 22:00,494,2,22,92,0
4/1/2020 23:00,163,2,23,92,0
4/2/2020 0:00,816,3,0,93,0
4/2/2020 1:00,820,3,1,93,0
4/2/2020 2:00,171,3,2,93,0
4/2/2020 3:00,888,3,3,93,0
4/2/2020 4:00,373,3,4,93,0
4/2/2020 5:00,419,3,5,93,0
4/2/2020 6:00,437,3,6,93,0
4/2/2020 7:00,465,3,7,93,0
4/2/2020 8:00,594,3,8,93,0
4/2/2020 9:00,706,3,9,93,0
4/2/2020 10:00,265,3,10,93,0
4/2/2020 11:00,643,3,11,93,0
4/2/2020 12:00,110,3,12,93,0
4/2/2020 13:00,400,3,13,93,0
4/2/2020 14:00,828,3,14,93,0
4/2/2020 15:00,900,3,15,93,0
4/2/2020 16:00,201,3,16,93,0
4/2/2020 17:00,524,3,17,93,0
4/2/2020 18:00,491,3,18,93,0
4/2/2020 19:00,878,3,19,93,0
4/2/2020 20:00,313,3,20,93,0
4/2/2020 21:00,790,3,21,93,0
4/2/2020 22:00,187,3,22,93,0
4/2/2020 23:00,652,3,23,93,0
4/3/2020 0:00,500,4,0,94,0
4/3/2020 1:00,687,4,1,94,0
4/3/2020 2:00,988,4,2,94,0
4/3/2020 3:00,145,4,3,94,0
4/3/2020 4:00,771,4,4,94,0
4/3/2020 5:00,562,4,5,94,0
4/3/2020 6:00,691,4,6,94,0
4/3/2020 7:00,409,4,7,94,0
4/3/2020 8:00,185,4,8,94,0
4/3/2020 9:00,191,4,9,94,0
4/3/2020 10:00,759,4,10,94,0
4/3/2020 11:00,772,4,11,94,0
4/3/2020 12:00,813,4,12,94,0
4/3/2020 13:00,341,4,13,94,0
4/3/2020 14:00,964,4,14,94,0
4/3/2020 15:00,101,4,15,94,0
4/3/2020 16:00,324,4,16,94,0
4/3/2020 17:00,900,4,17,94,0
4/3/2020 18:00,844,4,18,94,0
4/3/2020 19:00,688,4,19,94,0
4/3/2020 20:00,215,4,20,94,0
4/3/2020 21:00,765,4,21,94,0
4/3/2020 22:00,202,4,22,94,0
4/3/2020 23:00,293,4,23,94,0
4/4/2020 0:00,265,5,0,95,1
4/4/2020 1:00,970,5,1,95,1
4/4/2020 2:00,189,5,2,95,1
4/4/2020 3:00,785,5,3,95,1
4/4/2020 4:00,221,5,4,95,1
4/4/2020 5:00,242,5,5,95,1
4/4/2020 6:00,205,5,6,95,1
4/4/2020 7:00,986,5,7,95,1
4/4/2020 8:00,527,5,8,95,1
4/4/2020 9:00,404,5,9,95,1
4/4/2020 10:00,971,5,10,95,1
4/4/2020 11:00,416,5,11,95,1
4/4/2020 12:00,734,5,12,95,1
4/4/2020 13:00,108,5,13,95,1
4/4/2020 14:00,873,5,14,95,1
4/4/2020 15:00,172,5,15,95,1
4/4/2020 16:00,458,5,16,95,1
4/4/2020 17:00,322,5,17,95,1
4/4/2020 18:00,515,5,18,95,1
4/4/2020 19:00,652,5,19,95,1
4/4/2020 20:00,469,5,20,95,1
4/4/2020 21:00,815,5,21,95,1
4/4/2020 22:00,363,5,22,95,1
4/4/2020 23:00,939,5,23,95,1
4/5/2020 0:00,789,6,0,96,1
4/5/2020 1:00,959,6,1,96,1
4/5/2020 2:00,417,6,2,96,1
4/5/2020 3:00,183,6,3,96,1
4/5/2020 4:00,417,6,4,96,1
4/5/2020 5:00,210,6,5,96,1
4/5/2020 6:00,350,6,6,96,1
4/5/2020 7:00,482,6,7,96,1
4/5/2020 8:00,106,6,8,96,1
4/5/2020 9:00,558,6,9,96,1
4/5/2020 10:00,183,6,10,96,1
4/5/2020 11:00,307,6,11,96,1
4/5/2020 12:00,999,6,12,96,1
4/5/2020 13:00,489,6,13,96,1
4/5/2020 14:00,413,6,14,96,1
4/5/2020 15:00,121,6,15,96,1
4/5/2020 16:00,509,6,16,96,1
4/5/2020 17:00,994,6,17,96,1
4/5/2020 18:00,614,6,18,96,1
4/5/2020 19:00,226,6,19,96,1
4/5/2020 20:00,908,6,20,96,1
4/5/2020 21:00,799,6,21,96,1
4/5/2020 22:00,973,6,22,96,1
4/5/2020 23:00,113,6,23,96,1
4/6/2020 0:00,111,0,0,97,0
4/6/2020 1:00,186,0,1,97,0
4/6/2020 2:00,623,0,2,97,0
4/6/2020 3:00,636,0,3,97,0
4/6/2020 4:00,400,0,4,97,0
4/6/2020 5:00,342,0,5,97,0
4/6/2020 6:00,221,0,6,97,0
4/6/2020 7:00,246,0,7,97,0
4/6/2020 8:00,666,0,8,97,0
4/6/2020 9:00,849,0,9,97,0
4/6/2020 10:00,455,0,10,97,0
4/6/2020 11:00,784,0,11,97,0
4/6/2020 12:00,832,0,12,97,0
4/6/2020 13:00,730,0,13,97,0
4/6/2020 14:00,408,0,14,97,0
4/6/2020 15:00,794,0,15,97,0
4/6/2020 16:00,387,0,16,97,0
4/6/2020 17:00,406,0,17,97,0
4/6/2020 18:00,911,0,18,97,0
4/6/2020 19:00,693,0,19,97,0
4/6/2020 20:00,822,0,20,97,0
4/6/2020 21:00,761,0,21,97,0
4/6/2020 22:00,648,0,22,97,0
4/6/2020 23:00,451,0,23,97,0
4/7/2020 0:00,411,1,0,98,0
4/7/2020 1:00,972,1,1,98,0
4/7/2020 2:00,158,1,2,98,0
4/7/2020 3:00,742,1,3,98,0
4/7/2020 4:00,813,1,4,98,0
4/7/2020 5:00,854,1,5,98,0
4/7/2020 6:00,134,1,6,98,0
4/7/2020 7:00,544,1,7,98,0
4/7/2020 8:00,192,1,8,98,0
4/7/2020 9:00,306,1,9,98,0
4/7/2020 10:00,452,1,10,98,0
4/7/2020 11:00,431,1,11,98,0
4/7/2020 12:00,916,1,12,98,0
4/7/2020 13:00,961,1,13,98,0
4/7/2020 14:00,824,1,14,98,0
4/7/2020 15:00,258,1,15,98,0
4/7/2020 16:00,123,1,16,98,0
4/7/2020 17:00,503,1,17,98,0
4/7/2020 18:00,904,1,18,98,0
4/7/2020 19:00,615,1,19,98,0
4/7/2020 20:00,831,1,20,98,0
4/7/2020 21:00,463,1,21,98,0
4/7/2020 22:00,481,1,22,98,0
4/7/2020 23:00,631,1,23,98,0
4/8/2020 0:00,251,2,0,99,0
4/8/2020 1:00,661,2,1,99,0
4/8/2020 2:00,788,2,2,99,0
4/8/2020 3:00,707,2,3,99,0
4/8/2020 4:00,716,2,4,99,0
4/8/2020 5:00,519,2,5,99,0
4/8/2020 6:00,349,2,6,99,0
4/8/2020 7:00,216,2,7,99,0
4/8/2020 8:00,965,2,8,99,0
4/8/2020 9:00,611,2,9,99,0
4/8/2020 10:00,839,2,10,99,0
4/8/2020 11:00,677,2,11,99,0
4/8/2020 12:00,434,2,12,99,0
4/8/2020 13:00,517,2,13,99,0
4/8/2020 14:00,873,2,14,99,0
4/8/2020 15:00,394,2,15,99,0
4/8/2020 16:00,854,2,16,99,0
4/8/2020 17:00,470,2,17,99,0
4/8/2020 18:00,285,2,18,99,0
4/8/2020 19:00,345,2,19,99,0
4/8/2020 20:00,736,2,20,99,0
4/8/2020 21:00,367,2,21,99,0
4/8/2020 22:00,742,2,22,99,0
4/8/2020 23:00,336,2,23,99,0
4/9/2020 0:00,629,3,0,100,0
4/9/2020 1:00,651,3,1,100,0
4/9/2020 2:00,120,3,2,100,0
4/9/2020 3:00,836,3,3,100,0
4/9/2020 4:00,966,3,4,100,0
4/9/2020 5:00,893,3,5,100,0
4/9/2020 6:00,619,3,6,100,0
4/9/2020 7:00,199,3,7,100,0
4/9/2020 8:00,851,3,8,100,0
4/9/2020 9:00,577,3,9,100,0
4/9/2020 10:00,698,3,10,100,0
4/9/2020 11:00,397,3,11,100,0
4/9/2020 12:00,625,3,12,100,0
4/9/2020 13:00,433,3,13,100,0
4/9/2020 14:00,101,3,14,100,0
4/9/2020 15:00,474,3,15,100,0
4/9/2020 16:00,392,3,16,100,0
4/9/2020 17:00,936,3,17,100,0
4/9/2020 18:00,652,3,18,100,0
4/9/2020 19:00,417,3,19,100,0
4/9/2020 20:00,601,3,20,100,0
4/9/2020 21:00,927,3,21,100,0
4/9/2020 22:00,480,3,22,100,0
4/9/2020 23:00,722,3,23,100,0
4/10/2020 0:00,113,4,0,101,0
4/10/2020 1:00,603,4,1,101,0
4/10/2020 2:00,330,4,2,101,0
4/10/2020 3:00,183,4,3,101,0
4/10/2020 4:00,229,4,4,101,0
4/10/2020 5:00,842,4,5,101,0
4/10/2020 6:00,937,4,6,101,0
4/10/2020 7:00,244,4,7,101,0
4/10/2020 8:00,990,4,8,101,0
4/10/2020 9:00,956,4,9,101,0
4/10/2020 10:00,127,4,10,101,0
4/10/2020 11:00,165,4,11,101,0
4/10/2020 12:00,262,4,12,101,0
4/10/2020 13:00,328,4,13,101,0
4/10/2020 14:00,360,4,14,101,0
4/10/2020 15:00,548,4,15,101,0
4/10/2020 16:00,523,4,16,101,0
4/10/2020 17:00,559,4,17,101,0
4/10/2020 18:00,775,4,18,101,0
4/10/2020 19:00,400,4,19,101,0
4/10/2020 20:00,402,4,20,101,0
4/10/2020 21:00,386,4,21,101,0
4/10/2020 22:00,494,4,22,101,0
4/10/2020 23:00,109,4,23,101,0
4/11/2020 0:00,806,5,0,102,1
4/11/2020 1:00,729,5,1,102,1
4/11/2020 2:00,369,5,2,102,1
4/11/2020 3:00,691,5,3,102,1
4/11/2020 4:00,704,5,4,102,1
4/11/2020 5:00,877,5,5,102,1
4/11/2020 6:00,943,5,6,102,1
4/11/2020 7:00,961,5,7,102,1
4/11/2020 8:00,460,5,8,102,1
4/11/2020 9:00,356,5,9,102,1
4/11/2020 10:00,232,5,10,102,1
4/11/2020 11:00,375,5,11,102,1
4/11/2020 12:00,875,5,12,102,1
4/11/2020 13:00,782,5,13,102,1
4/11/2020 14:00,612,5,14,102,1
4/11/2020 15:00,412,5,15,102,1
4/11/2020 16:00,675,5,16,102,1
4/11/2020 17:00,985,5,17,102,1
4/11/2020 18:00,383,5,18,102,1
4/11/2020 19:00,220,5,19,102,1
4/11/2020 20:00,206,5,20,102,1
4/11/2020 21:00,786,5,21,102,1
4/11/2020 22:00,303,5,22,102,1
4/11/2020 23:00,264,5,23,102,1
4/12/2020 0:00,404,6,0,103,1
4/12/2020 1:00,596,6,1,103,1
4/12/2020 2:00,731,6,2,103,1
4/12/2020 3:00,655,6,3,103,1
4/12/2020 4:00,923,6,4,103,1
4/12/2020 5:00,255,6,5,103,1
4/12/2020 6:00,466,6,6,103,1
4/12/2020 7:00,818,6,7,103,1
4/12/2020 8:00,719,6,8,103,1
4/12/2020 9:00,350,6,9,103,1
4/12/2020 10:00,981,6,10,103,1
4/12/2020 11:00,433,6,11,103,1
4/12/2020 12:00,741,6,12,103,1
4/12/2020 13:00,610,6,13,103,1
4/12/2020 14:00,392,6,14,103,1
4/12/2020 15:00,119,6,15,103,1
4/12/2020 16:00,381,6,16,103,1
4/12/2020 17:00,896,6,17,103,1
4/12/2020 18:00,100,6,18,103,1
4/12/2020 19:00,218,6,19,103,1
4/12/2020 20:00,134,6,20,103,1
4/12/2020 21:00,297,6,21,103,1
4/12/2020 22:00,584,6,22,103,1
4/12/2020 23:00,856,6,23,103,1
4/13/2020 0:00,158,0,0,104,0
4/13/2020 1:00,936,0,1,104,0
4/13/2020 2:00,260,0,2,104,0
4/13/2020 3:00,790,0,3,104,0
4/13/2020 4:00,305,0,4,104,0
4/13/2020 5:00,111,0,5,104,0
4/13/2020 6:00,589,0,6,104,0
4/13/2020 7:00,375,0,7,104,0
4/13/2020 8:00,792,0,8,104,0
4/13/2020 9:00,341,0,9,104,0
4/13/2020 10:00,315,0,10,104,0
4/13/2020 11:00,350,0,11,104,0
4/13/2020 12:00,910,0,12,104,0
4/13/2020 13:00,225,0,13,104,0
4/13/2020 14:00,316,0,14,104,0
4/13/2020 15:00,405,0,15,104,0
4/13/2020 16:00,896,0,16,104,0
4/13/2020 17:00,284,0,17,104,0
4/13/2020 18:00,138,0,18,104,0
4/13/2020 19:00,322,0,19,104,0
4/13/2020 20:00,283,0,20,104,0
4/13/2020 21:00,594,0,21,104,0
4/13/2020 22:00,526,0,22,104,0
4/13/2020 23:00,277,0,23,104,0
4/14/2020 0:00,527,1,0,105,0
4/14/2020 1:00,393,1,1,105,0
4/14/2020 2:00,951,1,2,105,0
4/14/2020 3:00,250,1,3,105,0
4/14/2020 4:00,483,1,4,105,0
4/14/2020 5:00,737,1,5,105,0
4/14/2020 6:00,912,1,6,105,0
4/14/2020 7:00,407,1,7,105,0
4/14/2020 8:00,435,1,8,105,0
4/14/2020 9:00,845,1,9,105,0
4/14/2020 10:00,991,1,10,105,0
4/14/2020 11:00,474,1,11,105,0
4/14/2020 12:00,107,1,12,105,0
4/14/2020 13:00,440,1,13,105,0
4/14/2020 14:00,228,1,14,105,0
4/14/2020 15:00,875,1,15,105,0
4/14/2020 16:00,768,1,16,105,0
4/14/2020 17:00,451,1,17,105,0
4/14/2020 18:00,457,1,18,105,0
4/14/2020 19:00,616,1,19,105,0
4/14/2020 20:00,594,1,20,105,0
4/14/2020 21:00,185,1,21,105,0
4/14/2020 22:00,274,1,22,105,0
4/14/2020 23:00,901,1,23,105,0
4/15/2020 0:00,292,2,0,106,0
4/15/2020 1:00,410,2,1,106,0
4/15/2020 2:00,218,2,2,106,0
4/15/2020 3:00,317,2,3,106,0
4/15/2020 4:00,526,2,4,106,0
4/15/2020 5:00,513,2,5,106,0
4/15/2020 6:00,213,2,6,106,0
4/15/2020 7:00,244,2,7,106,0
4/15/2020 8:00,637,2,8,106,0
4/15/2020 9:00,747,2,9,106,0
4/15/2020 10:00,402,2,10,106,0
4/15/2020 11:00,843,2,11,106,0
4/15/2020 12:00,980,2,12,106,0
4/15/2020 13:00,687,2,13,106,0
4/15/2020 14:00,939,2,14,106,0
4/15/2020 15:00,444,2,15,106,0
4/15/2020 16:00,913,2,16,106,0
4/15/2020 17:00,900,2,17,106,0
4/15/2020 18:00,100,2,18,106,0
4/15/2020 19:00,246,2,19,106,0
4/15/2020 20:00,386,2,20,106,0
4/15/2020 21:00,753,2,21,106,0
4/15/2020 22:00,152,2,22,106,0
4/15/2020 23:00,403,2,23,106,0
4/16/2020 0:00,168,3,0,107,0
4/16/2020 1:00,460,3,1,107,0
4/16/2020 2:00,701,3,2,107,0
4/16/2020 3:00,319,3,3,107,0
4/16/2020 4:00,803,3,4,107,0
4/16/2020 5:00,674,3,5,107,0
4/16/2020 6:00,684,3,6,107,0
4/16/2020 7:00,260,3,7,107,0
4/16/2020 8:00,780,3,8,107,0
4/16/2020 9:00,188,3,9,107,0
4/16/2020 10:00,787,3,10,107,0
4/16/2020 11:00,880,3,11,107,0
4/16/2020 12:00,684,3,12,107,0
4/16/2020 13:00,856,3,13,107,0
4/16/2020 14:00,688,3,14,107,0
4/16/2020 15:00,258,3,15,107,0
4/16/2020 16:00,588,3,16,107,0
4/16/2020 17:00,423,3,17,107,0
4/16/2020 18:00,709,3,18,107,0
4/16/2020 19:00,480,3,19,107,0
4/16/2020 20:00,201,3,20,107,0
4/16/2020 21:00,593,3,21,107,0
4/16/2020 22:00,743,3,22,107,0
4/16/2020 23:00,713,3,23,107,0
4/17/2020 0:00,118,4,0,108,0
4/17/2020 1:00,553,4,1,108,0
4/17/2020 2:00,581,4,2,108,0
4/17/2020 3:00,693,4,3,108,0
4/17/2020 4:00,496,4,4,108,0
4/17/2020 5:00,378,4,5,108,0
4/17/2020 6:00,950,4,6,108,0
4/17/2020 7:00,464,4,7,108,0
4/17/2020 8:00,430,4,8,108,0
4/17/2020 9:00,740,4,9,108,0
4/17/2020 10:00,443,4,10,108,0
4/17/2020 11:00,921,4,11,108,0
4/17/2020 12:00,554,4,12,108,0
4/17/2020 13:00,700,4,13,108,0
4/17/2020 14:00,824,4,14,108,0
4/17/2020 15:00,754,4,15,108,0
4/17/2020 16:00,164,4,16,108,0
4/17/2020 17:00,175,4,17,108,0
4/17/2020 18:00,810,4,18,108,0
4/17/2020 19:00,242,4,19,108,0
4/17/2020 20:00,927,4,20,108,0
4/17/2020 21:00,704,4,21,108,0
4/17/2020 22:00,572,4,22,108,0
4/17/2020 23:00,516,4,23,108,0
4/18/2020 0:00,404,5,0,109,1
4/18/2020 1:00,835,5,1,109,1
4/18/2020 2:00,596,5,2,109,1
4/18/2020 3:00,390,5,3,109,1
4/18/2020 4:00,201,5,4,109,1
4/18/2020 5:00,366,5,5,109,1
4/18/2020 6:00,966,5,6,109,1
4/18/2020 7:00,721,5,7,109,1
4/18/2020 8:00,941,5,8,109,1
4/18/2020 9:00,876,5,9,109,1
4/18/2020 10:00,102,5,10,109,1
4/18/2020 11:00,184,5,11,109,1
4/18/2020 12:00,893,5,12,109,1
4/18/2020 13:00,427,5,13,109,1
4/18/2020 14:00,915,5,14,109,1
4/18/2020 15:00,549,5,15,109,1
4/18/2020 16:00,553,5,16,109,1
4/18/2020 17:00,728,5,17,109,1
4/18/2020 18:00,320,5,18,109,1
4/18/2020 19:00,253,5,19,109,1
4/18/2020 20:00,764,5,20,109,1
4/18/2020 21:00,111,5,21,109,1
4/18/2020 22:00,232,5,22,109,1
4/18/2020 23:00,403,5,23,109,1
4/19/2020 0:00,392,6,0,110,1
4/19/2020 1:00,399,6,1,110,1
4/19/2020 2:00,839,6,2,110,1
4/19/2020 3:00,882,6,3,110,1
4/19/2020 4:00,142,6,4,110,1
4/19/2020 5:00,442,6,5,110,1
4/19/2020 6:00,425,6,6,110,1
4/19/2020 7:00,913,6,7,110,1
4/19/2020 8:00,597,6,8,110,1
4/19/2020 9:00,463,6,9,110,1
4/19/2020 10:00,990,6,10,110,1
4/19/2020 11:00,526,6,11,110,1
4/19/2020 12:00,120,6,12,110,1
4/19/2020 13:00,506,6,13,110,1
4/19/2020 14:00,718,6,14,110,1
4/19/2020 15:00,435,6,15,110,1
4/19/2020 16:00,914,6,16,110,1
4/19/2020 17:00,216,6,17,110,1
4/19/2020 18:00,223,6,18,110,1
4/19/2020 19:00,498,6,19,110,1
4/19/2020 20:00,892,6,20,110,1
4/19/2020 21:00,903,6,21,110,1
4/19/2020 22:00,814,6,22,110,1
4/19/2020 23:00,150,6,23,110,1
4/20/2020 0:00,882,0,0,111,0
4/20/2020 1:00,423,0,1,111,0
4/20/2020 2:00,888,0,2,111,0
4/20/2020 3:00,240,0,3,111,0
4/20/2020 4:00,569,0,4,111,0
4/20/2020 5:00,886,0,5,111,0
4/20/2020 6:00,901,0,6,111,0
4/20/2020 7:00,433,0,7,111,0
4/20/2020 8:00,992,0,8,111,0
4/20/2020 9:00,472,0,9,111,0
4/20/2020 10:00,663,0,10,111,0
4/20/2020 11:00,593,0,11,111,0
4/20/2020 12:00,638,0,12,111,0
4/20/2020 13:00,768,0,13,111,0
4/20/2020 14:00,850,0,14,111,0
4/20/2020 15:00,255,0,15,111,0
4/20/2020 16:00,390,0,16,111,0
4/20/2020 17:00,747,0,17,111,0
4/20/2020 18:00,243,0,18,111,0
4/20/2020 19:00,205,0,19,111,0
4/20/2020 20:00,519,0,20,111,0
4/20/2020 21:00,769,0,21,111,0
4/20/2020 22:00,757,0,22,111,0
4/20/2020 23:00,101,0,23,111,0
4/21/2020 0:00,688,1,0,112,0
4/21/2020 1:00,743,1,1,112,0
4/21/2020 2:00,189,1,2,112,0
4/21/2020 3:00,444,1,3,112,0
4/21/2020 4:00,449,1,4,112,0
4/21/2020 5:00,558,1,5,112,0
4/21/2020 6:00,362,1,6,112,0
4/21/2020 7:00,450,1,7,112,0
4/21/2020 8:00,207,1,8,112,0
4/21/2020 9:00,685,1,9,112,0
4/21/2020 10:00,138,1,10,112,0
4/21/2020 11:00,258,1,11,112,0
4/21/2020 12:00,682,1,12,112,0
4/21/2020 13:00,411,1,13,112,0
4/21/2020 14:00,340,1,14,112,0
4/21/2020 15:00,544,1,15,112,0
4/21/2020 16:00,397,1,16,112,0
4/21/2020 17:00,135,1,17,112,0
4/21/2020 18:00,183,1,18,112,0
4/21/2020 19:00,551,1,19,112,0
4/21/2020 20:00,985,1,20,112,0
4/21/2020 21:00,874,1,21,112,0
4/21/2020 22:00,921,1,22,112,0
4/21/2020 23:00,484,1,23,112,0
4/22/2020 0:00,271,2,0,113,0
4/22/2020 1:00,475,2,1,113,0
4/22/2020 2:00,784,2,2,113,0
4/22/2020 3:00,461,2,3,113,0
4/22/2020 4:00,658,2,4,113,0
4/22/2020 5:00,990,2,5,113,0
4/22/2020 6:00,240,2,6,113,0
4/22/2020 7:00,986,2,7,113,0
4/22/2020 8:00,217,2,8,113,0
4/22/2020 9:00,376,2,9,113,0
4/22/2020 10:00,825,2,10,113,0
4/22/2020 11:00,319,2,11,113,0
4/22/2020 12:00,125,2,12,113,0
4/22/2020 13:00,620,2,13,113,0
4/22/2020 14:00,882,2,14,113,0
4/22/2020 15:00,109,2,15,113,0
4/22/2020 16:00,477,2,16,113,0
4/22/2020 17:00,732,2,17,113,0
4/22/2020 18:00,736,2,18,113,0
4/22/2020 19:00,781,2,19,113,0
4/22/2020 20:00,683,2,20,113,0
4/22/2020 21:00,251,2,21,113,0
4/22/2020 22:00,819,2,22,113,0
4/22/2020 23:00,148,2,23,113,0
4/23/2020 0:00,253,3,0,114,0
4/23/2020 1:00,958,3,1,114,0
4/23/2020 2:00,392,3,2,114,0
4/23/2020 3:00,679,3,3,114,0
4/23/2020 4:00,149,3,4,114,0
4/23/2020 5:00,763,3,5,114,0
4/23/2020 6:00,630,3,6,114,0
4/23/2020 7:00,711,3,7,114,0
4/23/2020 8:00,159,3,8,114,0
4/23/2020 9:00,266,3,9,114,0
4/23/2020 10:00,301,3,10,114,0
4/23/2020 11:00,956,3,11,114,0
4/23/2020 12:00,245,3,12,114,0
4/23/2020 13:00,775,3,13,114,0
4/23/2020 14:00,538,3,14,114,0
4/23/2020 15:00,341,3,15,114,0
4/23/2020 16:00,680,3,16,114,0
4/23/2020 17:00,786,3,17,114,0
4/23/2020 18:00,660,3,18,114,0
4/23/2020 19:00,582,3,19,114,0
4/23/2020 20:00,207,3,20,114,0
4/23/2020 21:00,325,3,21,114,0
4/23/2020 22:00,772,3,22,114,0
4/23/2020 23:00,730,3,23,114,0
4/24/2020 0:00,760,4,0,115,0
